COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
22.0,1244.0,27.0,10.0,0.0,44.0
169.0,4705.0,254.0,90.0,12.0,351.0
1383.0,24566.0,1970.0,807.0,97.0,2637.0
2576.0,37964.0,3011.0,1259.0,137.0,4457.0
0.0,194.0,0.0,0.0,0.0,10.0
0.0,399.0,11.0,0.0,0.0,15.0
95.0,2097.0,135.0,37.0,0.0,196.0
947.0,10994.0,1339.0,502.0,48.0,1826.0
1307.0,13326.0,1644.0,604.0,50.0,2392.0
17.0,625.0,25.0,0.0,0.0,42.0
15.0,918.0,14.0,0.0,0.0,26.0
179.0,3498.0,130.0,62.0,0.0,254.0
1440.0,20624.0,1306.0,518.0,54.0,2274.0
2257.0,34616.0,2086.0,716.0,84.0,3706.0
0.0,52.0,0.0,0.0,0.0,0.0
0.0,108.0,0.0,0.0,0.0,0.0
12.0,371.0,12.0,0.0,0.0,20.0
118.0,2044.0,141.0,65.0,0.0,199.0
219.0,2880.0,221.0,94.0,0.0,355.0
0.0,250.0,0.0,0.0,0.0,0.0
0.0,442.0,12.0,0.0,0.0,14.0
15.0,1868.0,72.0,0.0,0.0,88.0
220.0,9784.0,598.0,72.0,0.0,756.0
400.0,12500.0,778.0,137.0,12.0,1055.0
0.0,360.0,14.0,0.0,0.0,19.0
0.0,680.0,18.0,0.0,0.0,18.0
12.0,2305.0,110.0,0.0,0.0,123.0
242.0,10927.0,762.0,110.0,10.0,911.0
539.0,17558.0,1063.0,250.0,13.0,1373.0
0.0,180.0,0.0,0.0,0.0,0.0
0.0,236.0,0.0,0.0,0.0,0.0
0.0,1031.0,37.0,0.0,0.0,44.0
130.0,6139.0,393.0,45.0,0.0,492.0
263.0,7992.0,620.0,91.0,0.0,800.0
0.0,1226.0,27.0,0.0,0.0,34.0
12.0,2427.0,50.0,0.0,0.0,62.0
104.0,9089.0,367.0,23.0,0.0,448.0
1006.0,43554.0,3147.0,407.0,63.0,3800.0
2523.0,75067.0,6068.0,1067.0,106.0,7620.0
0.0,234.0,11.0,0.0,0.0,13.0
0.0,464.0,0.0,0.0,0.0,12.0
0.0,1565.0,43.0,0.0,0.0,59.0
136.0,6908.0,404.0,56.0,25.0,509.0
383.0,10837.0,642.0,141.0,29.0,912.0
0.0,97.0,0.0,0.0,0.0,0.0
0.0,151.0,0.0,0.0,0.0,0.0
0.0,788.0,16.0,0.0,0.0,18.0
102.0,4353.0,313.0,25.0,0.0,395.0
328.0,9043.0,771.0,114.0,14.0,1005.0
0.0,54.0,0.0,0.0,0.0,0.0
